solarSystemName,SolarSystemID,constellationID,regionID,wormholeClass,wormholeEffect,statics
J144426,31000535,21000038,11000005,2,,"B274, Y683"
J150341,31000536,21000038,11000005,2,Wolf-Rayet Star,"B274, Y683"
J122124,31000537,21000038,11000005,2,,"B274, Y683"
J112614,31000538,21000038,11000005,2,,"B274, Y683"
J145316,31000539,21000039,11000005,2,Magnetar,"B274, Y683"
J215736,31000540,21000039,11000005,2,Red Giant,"B274, Y683"
J163138,31000541,21000039,11000005,2,Pulsar,"B274, Y683"
J100033,31000542,21000039,11000005,2,,"B274, Y683"
J170552,31000543,21000039,11000005,2,,"B274, Y683"
J104820,31000544,21000039,11000005,2,,"B274, Y683"
J131240,31000545,21000039,11000005,2,,"B274, Y683"
J120442,31000546,21000039,11000005,2,,"B274, Y683"
J105000,31000547,21000039,11000005,2,Magnetar,"B274, Y683"
J164507,31000548,21000039,11000005,2,Cataclysmic Variable,"B274, Y683"
J144956,31000549,21000039,11000005,2,,"B274, Y683"
J114712,31000550,21000040,11000005,2,,"B274, Y683"
J211908,31000551,21000040,11000005,2,,"B274, Y683"
J150700,31000552,21000040,11000005,2,,"B274, Y683"
J164931,31000553,21000040,11000005,2,,"B274, Y683"
J121412,31000554,21000040,11000005,2,Wolf-Rayet Star,"B274, Y683"
J145211,31000555,21000040,11000005,2,Black Hole,"B274, Y683"
J174449,31000556,21000040,11000005,2,,"B274, Y683"
J133015,31000557,21000040,11000005,2,,"B274, Y683"
J134534,31000558,21000040,11000005,2,Pulsar,"B274, Y683"
J153229,31000559,21000040,11000005,2,,"B274, Y683"
J133557,31000560,21000040,11000005,2,Wolf-Rayet Star,"B274, Y683"
J150807,31000561,21000041,11000006,2,,"A239, D382"
J110413,31000562,21000041,11000006,2,,"A239, D382"
J105352,31000563,21000041,11000006,2,,"A239, D382"
J161246,31000564,21000041,11000006,2,,"A239, D382"
J125927,31000565,21000041,11000006,2,Red Giant,"A239, D382"
J130650,31000566,21000041,11000006,2,Cataclysmic Variable,"A239, D382"
J142826,31000567,21000041,11000006,2,Wolf-Rayet Star,"A239, D382"
J152737,31000568,21000041,11000006,2,Black Hole,"A239, D382"
J225316,31000569,21000041,11000006,2,Cataclysmic Variable,"A239, D382"
J163146,31000570,21000041,11000006,2,Cataclysmic Variable,"A239, D382"
J134107,31000571,21000042,11000006,2,,"A239, D382"
J104850,31000572,21000042,11000006,2,,"A239, D382"
J131124,31000573,21000042,11000006,2,,"A239, D382"
J123435,31000574,21000042,11000006,2,,"A239, D382"
J150853,31000575,21000042,11000006,2,,"A239, D382"
J170558,31000576,21000042,11000006,2,Black Hole,"A239, D382"
J214238,31000577,21000042,11000006,2,Magnetar,"A239, D382"
J110538,31000578,21000042,11000006,2,Red Giant,"A239, D382"
J143336,31000579,21000042,11000006,2,,"A239, D382"
J232044,31000580,21000043,11000006,2,Cataclysmic Variable,"A239, D382"
J145225,31000581,21000043,11000006,2,Black Hole,"A239, D382"
J231210,31000582,21000043,11000006,2,,"A239, D382"
J223853,31000583,21000043,11000006,2,,"A239, D382"
J234542,31000584,21000043,11000006,2,,"A239, D382"
J115911,31000585,21000043,11000006,2,Wolf-Rayet Star,"A239, D382"
J135155,31000586,21000043,11000006,2,,"A239, D382"
J152825,31000587,21000043,11000006,2,,"A239, D382"
J115334,31000588,21000043,11000006,2,Cataclysmic Variable,"A239, D382"
J114749,31000589,21000043,11000006,2,,"A239, D382"
J134730,31000590,21000043,11000006,2,Black Hole,"A239, D382"
J105544,31000591,21000044,11000006,2,Cataclysmic Variable,"A239, D382"
J233129,31000592,21000044,11000006,2,,"A239, D382"
J114528,31000593,21000044,11000006,2,Red Giant,"A239, D382"
J103351,31000594,21000044,11000006,2,,"A239, D382"
J152322,31000595,21000044,11000006,2,Cataclysmic Variable,"A239, D382"
J132617,31000596,21000044,11000006,2,,"A239, D382"
J104517,31000597,21000044,11000006,2,,"A239, D382"
J132401,31000598,21000044,11000006,2,,"A239, D382"
J142918,31000599,21000044,11000006,2,Wolf-Rayet Star,"A239, D382"
J163902,31000600,21000044,11000006,2,Red Giant,"A239, D382"
J214843,31000601,21000044,11000006,2,Wolf-Rayet Star,"A239, D382"
J173322,31000602,21000045,11000006,2,,"A239, D382"
J120252,31000603,21000045,11000006,2,,"A239, D382"
J232305,31000604,21000045,11000006,2,Pulsar,"A239, D382"
J123907,31000605,21000045,11000006,2,,"A239, D382"
J144057,31000606,21000045,11000006,2,,"A239, D382"
J223320,31000607,21000045,11000006,2,,"A239, D382"
J153247,31000608,21000045,11000006,2,Wolf-Rayet Star,"A239, D382"
J204623,31000609,21000045,11000006,2,,"A239, D382"
J223348,31000610,21000045,11000006,2,,"A239, D382"
J115734,31000611,21000045,11000006,2,Cataclysmic Variable,"A239, D382"
J154735,31000612,21000045,11000006,2,,"A239, D382"
J115314,31000613,21000045,11000006,2,Cataclysmic Variable,"A239, D382"
J164816,31000614,21000046,11000006,2,,"A239, D382"
J132712,31000615,21000046,11000006,2,,"A239, D382"
J124530,31000616,21000046,11000006,2,,"A239, D382"
J134949,31000617,21000046,11000006,2,,"A239, D382"
J132458,31000618,21000046,11000006,2,Cataclysmic Variable,"A239, D382"
J160927,31000619,21000046,11000006,2,Cataclysmic Variable,"A239, D382"
J150836,31000620,21000046,11000006,2,Magnetar,"A239, D382"
J102222,31000621,21000046,11000006,2,Cataclysmic Variable,"A239, D382"
J103144,31000622,21000046,11000006,2,,"A239, D382"
J135629,31000623,21000047,11000006,2,,"A239, D382"
J115530,31000624,21000047,11000006,2,,"A239, D382"
J133111,31000625,21000047,11000006,2,,"A239, D382"
J150904,31000626,21000047,11000006,2,Pulsar,"A239, D382"
J111846,31000627,21000047,11000006,2,,"A239, D382"
J152950,31000628,21000047,11000006,2,Cataclysmic Variable,"A239, D382"
J120704,31000629,21000047,11000006,2,,"A239, D382"
J104718,31000630,21000047,11000006,2,Wolf-Rayet Star,"A239, D382"
J131808,31000631,21000047,11000006,2,,"A239, D382"
J231644,31000632,21000048,11000006,2,Wolf-Rayet Star,"A239, D382"
J232147,31000633,21000048,11000006,2,,"A239, D382"
J132048,31000634,21000048,11000006,2,,"A239, D382"
J172350,31000635,21000048,11000006,2,,"A239, D382"
J145619,31000636,21000048,11000006,2,,"A239, D382"
J163446,31000637,21000048,11000006,2,,"A239, D382"
J140816,31000638,21000048,11000006,2,,"A239, D382"
J141015,31000639,21000048,11000006,2,,"A239, D382"
J101346,31000640,21000048,11000006,2,,"A239, D382"
J212238,31000641,21000049,11000006,2,Cataclysmic Variable,"A239, D382"
J235852,31000642,21000049,11000006,2,Black Hole,"A239, D382"
J134349,31000643,21000049,11000006,2,Cataclysmic Variable,"A239, D382"
J204221,31000644,21000049,11000006,2,,"A239, D382"
J110910,31000645,21000049,11000006,2,,"A239, D382"
J131753,31000646,21000049,11000006,2,,"A239, D382"
J113221,31000647,21000049,11000006,2,,"A239, D382"
J152941,31000648,21000049,11000006,2,,"A239, D382"
J144727,31000649,21000049,11000006,2,,"A239, D382"
J143320,31000650,21000050,11000006,2,Magnetar,"A239, D382"
J155551,31000651,21000050,11000006,2,,"A239, D382"
J162516,31000652,21000050,11000006,2,,"A239, D382"
J135827,31000653,21000050,11000006,2,Red Giant,"A239, D382"
J131706,31000654,21000050,11000006,2,Cataclysmic Variable,"A239, D382"
J214854,31000655,21000050,11000006,2,,"A239, D382"
J150109,31000656,21000050,11000006,2,,"A239, D382"
J103512,31000657,21000050,11000006,2,,"A239, D382"
J121658,31000658,21000050,11000006,2,Wolf-Rayet Star,"A239, D382"
J143706,31000659,21000051,11000006,2,,"A239, D382"
J235924,31000660,21000051,11000006,2,,"A239, D382"
J103854,31000661,21000051,11000006,2,,"A239, D382"
J214725,31000662,21000051,11000006,2,,"A239, D382"
J101415,31000663,21000051,11000006,2,Red Giant,"A239, D382"
J122837,31000664,21000051,11000006,2,,"A239, D382"
J125727,31000665,21000051,11000006,2,Black Hole,"A239, D382"
J142847,31000666,21000051,11000006,2,Magnetar,"A239, D382"
J155035,31000667,21000051,11000006,2,,"A239, D382"
J102504,31000668,21000051,11000006,2,,"A239, D382"
J160305,31000669,21000052,11000006,2,,"A239, D382"
J151503,31000670,21000052,11000006,2,Red Giant,"A239, D382"
J142838,31000671,21000052,11000006,2,Red Giant,"A239, D382"
J131034,31000672,21000052,11000006,2,Wolf-Rayet Star,"A239, D382"
J214901,31000673,21000052,11000006,2,Wolf-Rayet Star,"A239, D382"
J113323,31000674,21000052,11000006,2,Wolf-Rayet Star,"A239, D382"
J112956,31000675,21000052,11000006,2,Black Hole,"A239, D382"
J104802,31000676,21000052,11000006,2,,"A239, D382"
J100808,31000677,21000052,11000006,2,,"A239, D382"
J100509,31000678,21000052,11000006,2,,"A239, D382"
J142055,31000679,21000052,11000006,2,,"A239, D382"
J135141,31000680,21000052,11000006,2,,"A239, D382"
J151902,31000681,21000053,11000006,2,,"A239, D382"
J235759,31000682,21000053,11000006,2,Cataclysmic Variable,"A239, D382"
J164613,31000683,21000053,11000006,2,Magnetar,"A239, D382"
J225805,31000684,21000053,11000006,2,,"A239, D382"
J112916,31000685,21000053,11000006,2,,"A239, D382"
J115347,31000686,21000053,11000006,2,,"A239, D382"
J224217,31000687,21000053,11000006,2,,"A239, D382"
J110555,31000688,21000053,11000006,2,,"A239, D382"
J143455,31000689,21000053,11000006,2,,"A239, D382"
J111141,31000690,21000053,11000006,2,,"A239, D382"
J104606,31000691,21000053,11000006,2,Pulsar,"A239, D382"
J222830,31000692,21000053,11000006,2,Pulsar,"A239, D382"
J123249,31000693,21000054,11000006,2,,"A239, D382"
J115310,31000694,21000054,11000006,2,,"A239, D382"
J143702,31000695,21000054,11000006,2,Black Hole,"A239, D382"
J223538,31000696,21000054,11000006,2,,"A239, D382"
J131618,31000697,21000054,11000006,2,,"A239, D382"
J215944,31000698,21000054,11000006,2,,"A239, D382"
J121952,31000699,21000054,11000006,2,,"A239, D382"
J121928,31000700,21000054,11000006,2,Red Giant,"A239, D382"
J105439,31000701,21000054,11000006,2,,"A239, D382"
J150627,31000702,21000055,11000007,2,,"E545, N062"
J121745,31000703,21000055,11000007,2,Cataclysmic Variable,"E545, N062"
J141438,31000704,21000055,11000007,2,,"E545, N062"
J214929,31000705,21000055,11000007,2,,"E545, N062"
J130709,31000706,21000055,11000007,2,,"E545, N062"
J103924,31000707,21000055,11000007,2,,"E545, N062"
J211000,31000708,21000055,11000007,2,Red Giant,"E545, N062"
J123555,31000709,21000055,11000007,2,,"E545, N062"
J151125,31000710,21000055,11000007,2,Magnetar,"E545, N062"
J123412,31000711,21000055,11000007,2,Cataclysmic Variable,"E545, N062"
J112309,31000712,21000056,11000007,2,,"E545, N062"
J123850,31000713,21000056,11000007,2,,"E545, N062"
J163923,31000714,21000056,11000007,2,,"E545, N062"
J143546,31000715,21000056,11000007,2,,"E545, N062"
J130832,31000716,21000056,11000007,2,,"E545, N062"
J221337,31000717,21000056,11000007,2,,"E545, N062"
J113449,31000718,21000056,11000007,2,Magnetar,"E545, N062"
J212607,31000719,21000056,11000007,2,,"E545, N062"
J165157,31000720,21000056,11000007,2,Red Giant,"E545, N062"
J142937,31000721,21000057,11000007,2,,"E545, N062"
J120455,31000722,21000057,11000007,2,,"E545, N062"
J122638,31000723,21000057,11000007,2,,"E545, N062"
J161411,31000724,21000057,11000007,2,Wolf-Rayet Star,"E545, N062"
J124028,31000725,21000057,11000007,2,,"E545, N062"
J134735,31000726,21000057,11000007,2,,"E545, N062"
J142845,31000727,21000057,11000007,2,,"E545, N062"
J140750,31000728,21000057,11000007,2,,"E545, N062"
J104515,31000729,21000057,11000007,2,Wolf-Rayet Star,"E545, N062"
J113039,31000730,21000057,11000007,2,,"E545, N062"
J111159,31000731,21000057,11000007,2,,"E545, N062"
J105342,31000732,21000057,11000007,2,,"E545, N062"
J121728,31000733,21000058,11000007,2,,"E545, N062"
J115700,31000734,21000058,11000007,2,Wolf-Rayet Star,"E545, N062"
J143234,31000735,21000058,11000007,2,,"E545, N062"
J122524,31000736,21000058,11000007,2,,"E545, N062"
J124007,31000737,21000058,11000007,2,Red Giant,"E545, N062"
J150533,31000738,21000058,11000007,2,,"E545, N062"
J143933,31000739,21000058,11000007,2,,"E545, N062"
J225128,31000740,21000058,11000007,2,Magnetar,"E545, N062"
J133632,31000741,21000058,11000007,2,Red Giant,"E545, N062"
J131744,31000742,21000059,11000007,2,,"E545, R474"
J125923,31000743,21000059,11000007,2,,"E545, R474"
J161138,31000744,21000059,11000007,2,Red Giant,"E545, R474"
J125824,31000745,21000059,11000007,2,,"E545, R474"
J223511,31000746,21000059,11000007,2,,"E545, R474"
J134401,31000747,21000059,11000007,2,,"E545, R474"
J214739,31000748,21000059,11000007,2,Pulsar,"E545, R474"
J104321,31000749,21000059,11000007,2,,"E545, R474"
J115327,31000750,21000059,11000007,2,Wolf-Rayet Star,"E545, R474"
J154937,31000751,21000059,11000007,2,,"E545, R474"
J112505,31000752,21000060,11000008,2,,"B274, Z647"
J102739,31000753,21000060,11000008,2,,"B274, Z647"
J171309,31000754,21000060,11000008,2,,"B274, Z647"
J133417,31000755,21000060,11000008,2,,"B274, Z647"
J124749,31000756,21000060,11000008,2,,"B274, Z647"
J122137,31000757,21000060,11000008,2,Magnetar,"B274, Z647"
J140353,31000758,21000060,11000008,2,,"B274, Z647"
J104029,31000759,21000060,11000008,2,,"B274, Z647"
J151348,31000760,21000060,11000008,2,Pulsar,"B274, Z647"
J163522,31000761,21000060,11000008,2,,"B274, Z647"
J131315,31000762,21000061,11000008,2,Black Hole,"B274, Z647"
J114008,31000763,21000061,11000008,2,Magnetar,"B274, Z647"
J233839,31000764,21000061,11000008,2,Red Giant,"B274, Z647"
J112558,31000765,21000061,11000008,2,,"B274, Z647"
J114308,31000766,21000061,11000008,2,,"B274, Z647"
J130125,31000767,21000061,11000008,2,,"B274, Z647"
J173213,31000768,21000061,11000008,2,,"B274, Z647"
J160126,31000769,21000061,11000008,2,,"B274, Z647"
J154813,31000770,21000061,11000008,2,,"B274, Z647"
J215151,31000771,21000061,11000008,2,,"B274, Z647"
J144739,31000772,21000062,11000008,2,,"B274, Z647"
J102602,31000773,21000062,11000008,2,,"B274, Z647"
J120924,31000774,21000062,11000008,2,,"B274, Z647"
J212906,31000775,21000062,11000008,2,,"B274, Z647"
J101719,31000776,21000062,11000008,2,,"B274, Z647"
J101824,31000777,21000062,11000008,2,,"B274, Z647"
J153003,31000778,21000062,11000008,2,,"B274, Z647"
J105123,31000779,21000062,11000008,2,,"B274, Z647"
J122635,31000780,21000062,11000008,2,Red Giant,"B274, Z647"
J152624,31000781,21000062,11000008,2,,"B274, Z647"
J224145,31000782,21000062,11000008,2,,"B274, Z647"
J163318,31000783,21000063,11000008,2,,"B274, Z647"
J144004,31000784,21000063,11000008,2,,"B274, Z647"
J122931,31000785,21000063,11000008,2,,"B274, Z647"
J173245,31000786,21000063,11000008,2,,"B274, Z647"
J145246,31000787,21000063,11000008,2,Red Giant,"B274, Z647"
J124526,31000788,21000063,11000008,2,Red Giant,"B274, Z647"
J165648,31000789,21000063,11000008,2,,"B274, Z647"
J134405,31000790,21000063,11000008,2,,"B274, Z647"
J213111,31000791,21000063,11000008,2,,"B274, Z647"
J135422,31000792,21000064,11000008,2,,"B274, Z647"
J153030,31000793,21000064,11000008,2,Wolf-Rayet Star,"B274, Z647"
J120634,31000794,21000064,11000008,2,,"B274, Z647"
J102209,31000795,21000064,11000008,2,,"B274, Z647"
J123540,31000796,21000064,11000008,2,,"B274, Z647"
J112715,31000797,21000064,11000008,2,Red Giant,"B274, Z647"
J162159,31000798,21000064,11000008,2,,"B274, Z647"
J122118,31000799,21000064,11000008,2,Wolf-Rayet Star,"B274, Z647"
J105244,31000800,21000064,11000008,2,Black Hole,"B274, Z647"
J123958,31000801,21000064,11000008,2,Cataclysmic Variable,"B274, Z647"
J223552,31000802,21000065,11000008,2,Wolf-Rayet Star,"B274, Z647"
J232359,31000803,21000065,11000008,2,,"B274, Z647"
J171539,31000804,21000065,11000008,2,,"B274, Z647"
J100102,31000805,21000065,11000008,2,,"B274, Z647"
J154249,31000806,21000065,11000008,2,,"B274, Z647"
J105311,31000807,21000065,11000008,2,,"B274, Z647"
J210536,31000808,21000065,11000008,2,,"B274, Z647"
J151248,31000809,21000065,11000008,2,,"B274, Z647"
J131852,31000810,21000065,11000008,2,,"B274, Z647"
J141611,31000811,21000066,11000008,2,,"B274, Z647"
J113723,31000812,21000066,11000008,2,,"B274, Z647"
J121323,31000813,21000066,11000008,2,,"B274, Z647"
J144422,31000814,21000066,11000008,2,,"B274, Z647"
J140722,31000815,21000066,11000008,2,,"B274, Z647"
J141637,31000816,21000066,11000008,2,Magnetar,"B274, Z647"
J112617,31000817,21000066,11000008,2,,"B274, Z647"
J150754,31000818,21000066,11000008,2,,"B274, Z647"
J102946,31000819,21000066,11000008,2,Cataclysmic Variable,"B274, Z647"
J115234,31000820,21000066,11000008,2,,"B274, Z647"
J145145,31000821,21000066,11000008,2,Red Giant,"B274, Z647"
J145426,31000822,21000066,11000008,2,,"B274, Z647"
J122732,31000823,21000067,11000008,2,,"B274, Z647"
J144203,31000824,21000067,11000008,2,,"B274, Z647"
J140843,31000825,21000067,11000008,2,,"B274, Z647"
J155631,31000826,21000067,11000008,2,,"B274, Z647"
J235525,31000827,21000067,11000008,2,,"B274, Z647"
J121749,31000828,21000067,11000008,2,,"B274, Z647"
J162518,31000829,21000067,11000008,2,Black Hole,"B274, Z647"
J132012,31000830,21000067,11000008,2,,"B274, Z647"
J102038,31000831,21000067,11000008,2,Red Giant,"B274, Z647"
J150234,31000832,21000067,11000008,2,Cataclysmic Variable,"B274, Z647"
J112520,31000833,21000067,11000008,2,,"B274, Z647"
J165412,31000834,21000067,11000008,2,,"B274, Z647"
J151102,31000835,21000068,11000008,2,Black Hole,"B274, Z647"
J133049,31000836,21000068,11000008,2,,"B274, Z647"
J161628,31000837,21000068,11000008,2,,"B274, Z647"
J134306,31000838,21000068,11000008,2,,"B274, Z647"
J131842,31000839,21000068,11000008,2,,"B274, Z647"
J232329,31000840,21000068,11000008,2,Black Hole,"B274, Z647"
J164921,31000841,21000068,11000008,2,Cataclysmic Variable,"B274, Z647"
J203814,31000842,21000068,11000008,2,,"B274, Z647"
J151311,31000843,21000068,11000008,2,,"B274, Z647"
J101650,31000844,21000068,11000008,2,Wolf-Rayet Star,"B274, Z647"
J165006,31000845,21000068,11000008,2,,"B274, Z647"
J103533,31000846,21000069,11000008,2,Magnetar,"B274, Z647"
J101441,31000847,21000069,11000008,2,Red Giant,"B274, Z647"
J124253,31000848,21000069,11000008,2,,"B274, Z647"
J232200,31000849,21000069,11000008,2,,"B274, Z647"
J144326,31000850,21000069,11000008,2,,"B274, Z647"
J124449,31000851,21000069,11000008,2,Black Hole,"B274, Z647"
J100642,31000852,21000069,11000008,2,,"B274, Z647"
J133150,31000853,21000069,11000008,2,,"B274, Z647"
J164126,31000854,21000069,11000008,2,,"B274, Z647"
J171142,31000855,21000069,11000008,2,,"B274, Z647"
J145634,31000856,21000069,11000008,2,,"B274, Z647"
J151431,31000857,21000070,11000008,2,,"B274, Z647"
J233555,31000858,21000070,11000008,2,,"B274, Z647"
J100651,31000859,21000070,11000008,2,Red Giant,"B274, Z647"
J132103,31000860,21000070,11000008,2,,"B274, Z647"
J121720,31000861,21000070,11000008,2,Black Hole,"B274, Z647"
J210355,31000862,21000070,11000008,2,,"B274, Z647"
J125029,31000863,21000070,11000008,2,,"B274, Z647"
J103619,31000864,21000070,11000008,2,Pulsar,"B274, Z647"
J165014,31000865,21000070,11000008,2,,"B274, Z647"
J124611,31000866,21000070,11000008,2,,"B274, Z647"
J150418,31000867,21000070,11000008,2,Wolf-Rayet Star,"B274, Z647"
J145440,31000868,21000070,11000008,2,,"B274, Z647"
J113223,31000869,21000071,11000008,2,,"B274, Z647"
J234915,31000870,21000071,11000008,2,,"B274, Z647"
J162042,31000871,21000071,11000008,2,,"B274, Z647"
J112019,31000872,21000071,11000008,2,Pulsar,"B274, Z647"
J162332,31000873,21000071,11000008,2,,"B274, Z647"
J125350,31000874,21000071,11000008,2,,"B274, Z647"
J101710,31000875,21000071,11000008,2,Black Hole,"B274, Z647"
J223029,31000876,21000072,11000008,2,,"B274, Z647"
J234810,31000877,21000073,11000008,2,,"B274, Z647"
J135230,31000878,21000074,11000008,2,,"B274, Z647"
J111038,31000879,21000075,11000008,2,,"B274, Z647"
J160650,31000880,21000076,11000009,3,,U210
J114342,31000881,21000076,11000009,3,Black Hole,U210
J152031,31000882,21000076,11000009,3,,U210
J113629,31000883,21000076,11000009,3,,U210
J220301,31000884,21000076,11000009,3,,U210
J102057,31000885,21000076,11000009,3,Pulsar,U210
J124753,31000886,21000077,11000009,3,Magnetar,U210
J114225,31000887,21000077,11000009,3,,U210
J105002,31000888,21000077,11000009,3,,U210
J111218,31000889,21000077,11000009,3,,U210
J111634,31000890,21000077,11000009,3,,U210
J105007,31000891,21000077,11000009,3,Magnetar,U210
J205027,31000892,21000078,11000009,3,,U210
J111355,31000893,21000078,11000009,3,,U210
J101012,31000894,21000078,11000009,3,Red Giant,U210
J161338,31000895,21000078,11000009,3,,U210
J170002,31000896,21000078,11000009,3,,U210
J104654,31000897,21000078,11000009,3,,U210
J124329,31000898,21000078,11000009,3,Red Giant,U210
J114648,31000899,21000079,11000009,3,Pulsar,U210
J131228,31000900,21000079,11000009,3,Red Giant,U210
J110448,31000901,21000079,11000009,3,,U210
J144621,31000902,21000079,11000009,3,Red Giant,U210
J153104,31000903,21000079,11000009,3,,U210
J100932,31000904,21000079,11000009,3,,U210
J114048,31000905,21000080,11000009,3,,U210
J115706,31000906,21000080,11000009,3,,U210
J123230,31000907,21000080,11000009,3,Magnetar,U210
J152218,31000908,21000080,11000009,3,Magnetar,U210
J123303,31000909,21000080,11000009,3,Cataclysmic Variable,U210
J102856,31000910,21000080,11000009,3,Red Giant,U210
J151900,31000911,21000080,11000009,3,Cataclysmic Variable,U210
J124646,31000912,21000081,11000009,3,,U210
J153528,31000913,21000081,11000009,3,,U210
J112850,31000914,21000081,11000009,3,,U210
J102257,31000915,21000081,11000009,3,,U210
J142414,31000916,21000081,11000009,3,Black Hole,U210
J165803,31000917,21000081,11000009,3,Wolf-Rayet Star,U210
J115918,31000918,21000082,11000009,3,Pulsar,U210
J222104,31000919,21000082,11000009,3,,U210
J124203,31000920,21000082,11000009,3,,U210
J112608,31000921,21000082,11000009,3,,U210
J161657,31000922,21000082,11000009,3,,U210
J111805,31000923,21000082,11000009,3,Wolf-Rayet Star,U210
J113451,31000924,21000083,11000009,3,,U210
J141007,31000925,21000083,11000009,3,Wolf-Rayet Star,U210
J164034,31000926,21000083,11000009,3,,U210
J101750,31000927,21000083,11000009,3,,U210
J165001,31000928,21000083,11000009,3,Red Giant,U210
J111619,31000929,21000083,11000009,3,,U210
J140521,31000930,21000084,11000009,3,Wolf-Rayet Star,U210
J140752,31000931,21000084,11000009,3,Cataclysmic Variable,U210
J143447,31000932,21000084,11000009,3,,U210
J142018,31000933,21000084,11000009,3,,U210
J105102,31000934,21000084,11000009,3,Wolf-Rayet Star,U210
J124630,31000935,21000084,11000009,3,,U210
J165302,31000936,21000085,11000010,3,Magnetar,U210
J143916,31000937,21000085,11000010,3,,U210
J221414,31000938,21000085,11000010,3,,U210
J153903,31000939,21000085,11000010,3,,U210
J103955,31000940,21000085,11000010,3,Cataclysmic Variable,U210
J210952,31000941,21000085,11000010,3,,U210
J134102,31000942,21000086,11000010,3,,U210
J140050,31000943,21000086,11000010,3,Red Giant,U210
J131757,31000944,21000086,11000010,3,,U210
J140341,31000945,21000086,11000010,3,,U210
J111856,31000946,21000086,11000010,3,,U210
J102407,31000947,21000086,11000010,3,,U210
J151341,31000948,21000086,11000010,3,,U210
J110706,31000949,21000087,11000010,3,,U210
J133651,31000950,21000087,11000010,3,,U210
J123452,31000951,21000087,11000010,3,Cataclysmic Variable,U210
J102143,31000952,21000087,11000010,3,Wolf-Rayet Star,U210
J220832,31000953,21000087,11000010,3,Pulsar,U210
J160847,31000954,21000087,11000010,3,,U210
J125949,31000955,21000088,11000010,3,,U210
J164250,31000956,21000088,11000010,3,Black Hole,U210
J212329,31000957,21000088,11000010,3,,U210
J112905,31000958,21000088,11000010,3,,U210
J144447,31000959,21000088,11000010,3,,U210
J113530,31000960,21000088,11000010,3,Magnetar,U210
J103604,31000961,21000088,11000010,3,Wolf-Rayet Star,U210
J142038,31000962,21000089,11000010,3,Pulsar,U210
J130403,31000963,21000089,11000010,3,,U210
J132525,31000964,21000089,11000010,3,,U210
J103653,31000965,21000089,11000010,3,,U210
J154642,31000966,21000089,11000010,3,Black Hole,U210
J163526,31000967,21000089,11000010,3,,U210
J212713,31000968,21000090,11000010,3,,U210
J132635,31000969,21000090,11000010,3,,U210
J114330,31000970,21000090,11000010,3,,U210
J224926,31000971,21000090,11000010,3,,U210
J113619,31000972,21000090,11000010,3,Black Hole,U210
J214654,31000973,21000090,11000010,3,,U210
J151429,31000974,21000091,11000010,3,,U210
J111214,31000975,21000091,11000010,3,,U210
J113420,31000976,21000091,11000010,3,,U210
J135526,31000977,21000091,11000010,3,,U210
J164116,31000978,21000091,11000010,3,,U210
J214227,31000979,21000091,11000010,3,Pulsar,U210
J164342,31000980,21000092,11000010,3,Wolf-Rayet Star,U210
J151538,31000981,21000092,11000010,3,Magnetar,U210
J125938,31000982,21000092,11000010,3,,U210
J165806,31000983,21000092,11000010,3,Wolf-Rayet Star,U210
J122803,31000984,21000092,11000010,3,Cataclysmic Variable,U210
J113243,31000985,21000092,11000010,3,,U210
J134022,31000986,21000092,11000010,3,Cataclysmic Variable,U210
J152143,31000987,21000093,11000011,3,,U210
J170717,31000988,21000093,11000011,3,,U210
J121452,31000989,21000093,11000011,3,,U210
J124126,31000990,21000093,11000011,3,,U210
J173230,31000991,21000093,11000011,3,,U210
J164457,31000992,21000093,11000011,3,,U210
J112944,31000993,21000093,11000011,3,,U210
J115253,31000994,21000094,11000011,3,,U210
J100118,31000995,21000094,11000011,3,Magnetar,U210
J100620,31000996,21000094,11000011,3,,U210
J145916,31000997,21000094,11000011,3,Pulsar,U210
J223207,31000998,21000094,11000011,3,,U210
J144646,31000999,21000094,11000011,3,,U210
J142520,31001000,21000094,11000011,3,Magnetar,U210
J230226,31001001,21000095,11000011,3,,U210
J150704,31001002,21000095,11000011,3,,U210
J225524,31001003,21000095,11000011,3,Black Hole,U210
J133234,31001004,21000095,11000011,3,,U210
J125833,31001005,21000095,11000011,3,,U210
J104459,31001006,21000095,11000011,3,Red Giant,U210
J164713,31001007,21000096,11000011,3,,U210
J135355,31001008,21000096,11000011,3,,U210
J220838,31001009,21000096,11000011,3,,U210
J225949,31001010,21000096,11000011,3,,U210
J130535,31001011,21000096,11000011,3,Red Giant,U210
J111255,31001012,21000096,11000011,3,,U210
J121628,31001013,21000096,11000011,3,,U210
J221117,31001014,21000097,11000011,3,,U210
J115015,31001015,21000097,11000011,3,Cataclysmic Variable,U210
J172751,31001016,21000097,11000011,3,Red Giant,U210
J134301,31001017,21000097,11000011,3,Pulsar,U210
J104351,31001018,21000097,11000011,3,,U210
J144408,31001019,21000097,11000011,3,Black Hole,U210
J220950,31001020,21000098,11000011,3,,U210
J165815,31001021,21000098,11000011,3,,U210
J120452,31001022,21000098,11000011,3,,U210
J142026,31001023,21000098,11000011,3,Magnetar,U210
J111031,31001024,21000098,11000011,3,Magnetar,U210
J130116,31001025,21000098,11000011,3,Magnetar,U210
J111309,31001026,21000099,11000011,3,,U210
J122213,31001027,21000099,11000011,3,,U210
J170740,31001028,21000099,11000011,3,,U210
J113543,31001029,21000099,11000011,3,,U210
